diagnosis_code,description,severity_level,service
I60.11,Nontraumatic subarachnoid hemorrhage from right middle cerebral artery,MCC,Circulatory System
I60.12,Nontraumatic subarachnoid hemorrhage from left middle cerebral artery,MCC,Circulatory System
I60.2,Nontraumatic subarachnoid hemorrhage from anterior communicating artery,MCC,Circulatory System
I60.30,Nontraumatic subarachnoid hemorrhage from unspecified posterior communicating artery,MCC,Circulatory System
I60.31,Nontraumatic subarachnoid hemorrhage from right posterior communicating artery,MCC,Circulatory System
I60.32,Nontraumatic subarachnoid hemorrhage from left posterior communicating artery,MCC,Circulatory System
I60.4,Nontraumatic subarachnoid hemorrhage from basilar artery,MCC,Circulatory System
I60.50,Nontraumatic subarachnoid hemorrhage from unspecified vertebral artery,MCC,Circulatory System
I60.51,Nontraumatic subarachnoid hemorrhage from right vertebral artery,MCC,Circulatory System
I60.52,Nontraumatic subarachnoid hemorrhage from left vertebral artery,MCC,Circulatory System
I60.6,Nontraumatic subarachnoid hemorrhage from other intracranial arteries,MCC,Circulatory System
I60.7,Nontraumatic subarachnoid hemorrhage from unspecified intracranial artery,MCC,Circulatory System
I60.8,Other nontraumatic subarachnoid hemorrhage,MCC,Circulatory System
I60.9,"Nontraumatic subarachnoid hemorrhage, unspecified",MCC,Circulatory System
I61.0,"Nontraumatic intracerebral hemorrhage in hemisphere, subcortical",MCC,Circulatory System
I61.1,"Nontraumatic intracerebral hemorrhage in hemisphere, cortical",MCC,Circulatory System
I61.2,"Nontraumatic intracerebral hemorrhage in hemisphere, unspecified",MCC,Circulatory System
I61.3,Nontraumatic intracerebral hemorrhage in brain stem,MCC,Circulatory System
I61.4,Nontraumatic intracerebral hemorrhage in cerebellum,MCC,Circulatory System
I61.5,"Nontraumatic intracerebral hemorrhage, intraventricular",MCC,Circulatory System
I61.6,"Nontraumatic intracerebral hemorrhage, multiple localized",MCC,Circulatory System
I61.8,Other nontraumatic intracerebral hemorrhage,MCC,Circulatory System
I61.9,"Nontraumatic intracerebral hemorrhage, unspecified",MCC,Circulatory System
I62.00,"Nontraumatic subdural hemorrhage, unspecified",MCC,Circulatory System
I62.01,Nontraumatic acute subdural hemorrhage,MCC,Circulatory System
I62.02,Nontraumatic subacute subdural hemorrhage,MCC,Circulatory System
I62.03,Nontraumatic chronic subdural hemorrhage,MCC,Circulatory System
I62.1,Nontraumatic extradural hemorrhage,MCC,Circulatory System
I63.00,Cerebral infarction due to thrombosis of unspecified precerebral artery,MCC,Circulatory System
I63.011,Cerebral infarction due to thrombosis of right vertebral artery,MCC,Circulatory System
I63.012,Cerebral infarction due to thrombosis of left vertebral artery,MCC,Circulatory System
I63.013,Cerebral infarction due to thrombosis of bilateral vertebral arteries,MCC,Circulatory System
I63.019,Cerebral infarction due to thrombosis of unspecified vertebral artery,MCC,Circulatory System
I63.02,Cerebral infarction due to thrombosis of basilar artery,MCC,Circulatory System
I63.031,Cerebral infarction due to thrombosis of right carotid artery,MCC,Circulatory System
I63.032,Cerebral infarction due to thrombosis of left carotid artery,MCC,Circulatory System
I63.033,Cerebral infarction due to thrombosis of bilateral carotid arteries,MCC,Circulatory System
I63.039,Cerebral infarction due to thrombosis of unspecified carotid artery,MCC,Circulatory System
I63.09,Cerebral infarction due to thrombosis of other precerebral artery,MCC,Circulatory System
I63.10,Cerebral infarction due to embolism of unspecified precerebral artery,MCC,Circulatory System
I63.111,Cerebral infarction due to embolism of right vertebral artery,MCC,Circulatory System
I63.112,Cerebral infarction due to embolism of left vertebral artery,MCC,Circulatory System
I63.113,Cerebral infarction due to embolism of bilateral vertebral arteries,MCC,Circulatory System
I63.119,Cerebral infarction due to embolism of unspecified vertebral artery,MCC,Circulatory System
I63.12,Cerebral infarction due to embolism of basilar artery,MCC,Circulatory System
I63.131,Cerebral infarction due to embolism of right carotid artery,MCC,Circulatory System
I63.132,Cerebral infarction due to embolism of left carotid artery,MCC,Circulatory System
I63.133,Cerebral infarction due to embolism of bilateral carotid arteries,MCC,Circulatory System
I63.139,Cerebral infarction due to embolism of unspecified carotid artery,MCC,Circulatory System
I63.19,Cerebral infarction due to embolism of other precerebral artery,MCC,Circulatory System
I63.20,Cerebral infarction due to unspecified occlusion or stenosis of unspecified precerebral arteries,MCC,Circulatory System
I63.211,Cerebral infarction due to unspecified occlusion or stenosis of right vertebral artery,MCC,Circulatory System
I63.212,Cerebral infarction due to unspecified occlusion or stenosis of left vertebral artery,MCC,Circulatory System
I63.213,Cerebral infarction due to unspecified occlusion or stenosis of bilateral vertebral arteries,MCC,Circulatory System
I63.219,Cerebral infarction due to unspecified occlusion or stenosis of unspecified vertebral artery,MCC,Circulatory System
I63.22,Cerebral infarction due to unspecified occlusion or stenosis of basilar artery,MCC,Circulatory System
I63.231,Cerebral infarction due to unspecified occlusion or stenosis of right carotid arteries,MCC,Circulatory System
I63.232,Cerebral infarction due to unspecified occlusion or stenosis of left carotid arteries,MCC,Circulatory System
I63.233,Cerebral infarction due to unspecified occlusion or stenosis of bilateral carotid arteries,MCC,Circulatory System
I63.239,Cerebral infarction due to unspecified occlusion or stenosis of unspecified carotid artery,MCC,Circulatory System
I63.29,Cerebral infarction due to unspecified occlusion or stenosis of other precerebral arteries,MCC,Circulatory System
I63.30,Cerebral infarction due to thrombosis of unspecified cerebral artery,MCC,Circulatory System
I63.311,Cerebral infarction due to thrombosis of right middle cerebral artery,MCC,Circulatory System
I63.312,Cerebral infarction due to thrombosis of left middle cerebral artery,MCC,Circulatory System
I63.313,Cerebral infarction due to thrombosis of bilateral middle cerebral arteries,MCC,Circulatory System
I63.319,Cerebral infarction due to thrombosis of unspecified middle cerebral artery,MCC,Circulatory System
I63.321,Cerebral infarction due to thrombosis of right anterior cerebral artery,MCC,Circulatory System
I63.322,Cerebral infarction due to thrombosis of left anterior cerebral artery,MCC,Circulatory System
I63.323,Cerebral infarction due to thrombosis of bilateral anterior cerebral arteries,MCC,Circulatory System
I63.329,Cerebral infarction due to thrombosis of unspecified anterior cerebral artery,MCC,Circulatory System
I63.331,Cerebral infarction due to thrombosis of right posterior cerebral artery,MCC,Circulatory System
I63.332,Cerebral infarction due to thrombosis of left posterior cerebral artery,MCC,Circulatory System
I63.333,Cerebral infarction due to thrombosis of bilateral posterior cerebral arteries,MCC,Circulatory System
I63.339,Cerebral infarction due to thrombosis of unspecified posterior cerebral artery,MCC,Circulatory System
I63.341,Cerebral infarction due to thrombosis of right cerebellar artery,MCC,Circulatory System
I63.342,Cerebral infarction due to thrombosis of left cerebellar artery,MCC,Circulatory System
I63.343,Cerebral infarction due to thrombosis of bilateral cerebellar arteries,MCC,Circulatory System
I63.349,Cerebral infarction due to thrombosis of unspecified cerebellar artery,MCC,Circulatory System
I63.39,Cerebral infarction due to thrombosis of other cerebral artery,MCC,Circulatory System
I63.40,Cerebral infarction due to embolism of unspecified cerebral artery,MCC,Circulatory System
I63.411,Cerebral infarction due to embolism of right middle cerebral artery,MCC,Circulatory System
I63.412,Cerebral infarction due to embolism of left middle cerebral artery,MCC,Circulatory System
I63.413,Cerebral infarction due to embolism of bilateral middle cerebral arteries,MCC,Circulatory System
I63.419,Cerebral infarction due to embolism of unspecified middle cerebral artery,MCC,Circulatory System
I63.421,Cerebral infarction due to embolism of right anterior cerebral artery,MCC,Circulatory System
I63.422,Cerebral infarction due to embolism of left anterior cerebral artery,MCC,Circulatory System
I63.423,Cerebral infarction due to embolism of bilateral anterior cerebral arteries,MCC,Circulatory System
I63.429,Cerebral infarction due to embolism of unspecified anterior cerebral artery,MCC,Circulatory System
I63.431,Cerebral infarction due to embolism of right posterior cerebral artery,MCC,Circulatory System
I63.432,Cerebral infarction due to embolism of left posterior cerebral artery,MCC,Circulatory System
I63.433,Cerebral infarction due to embolism of bilateral posterior cerebral arteries,MCC,Circulatory System
I63.439,Cerebral infarction due to embolism of unspecified posterior cerebral artery,MCC,Circulatory System
I63.441,Cerebral infarction due to embolism of right cerebellar artery,MCC,Circulatory System
I63.442,Cerebral infarction due to embolism of left cerebellar artery,MCC,Circulatory System
I63.443,Cerebral infarction due to embolism of bilateral cerebellar arteries,MCC,Circulatory System
I63.449,Cerebral infarction due to embolism of unspecified cerebellar artery,MCC,Circulatory System
I63.49,Cerebral infarction due to embolism of other cerebral artery,MCC,Circulatory System
I63.50,Cerebral infarction due to unspecified occlusion or stenosis of unspecified cerebral artery,MCC,Circulatory System
I63.511,Cerebral infarction due to unspecified occlusion or stenosis of right middle cerebral artery,MCC,Circulatory System
I63.512,Cerebral infarction due to unspecified occlusion or stenosis of left middle cerebral artery,MCC,Circulatory System
I63.513,Cerebral infarction due to unspecified occlusion or stenosis of bilateral middle cerebral arteries,MCC,Circulatory System
I63.519,Cerebral infarction due to unspecified occlusion or stenosis of unspecified middle cerebral artery,MCC,Circulatory System
I63.521,Cerebral infarction due to unspecified occlusion or stenosis of right anterior cerebral artery,MCC,Circulatory System
I63.522,Cerebral infarction due to unspecified occlusion or stenosis of left anterior cerebral artery,MCC,Circulatory System
I63.523,Cerebral infarction due to unspecified occlusion or stenosis of bilateral anterior cerebral arteries,MCC,Circulatory System
I63.529,Cerebral infarction due to unspecified occlusion or stenosis of unspecified anterior cerebral artery,MCC,Circulatory System
I63.531,Cerebral infarction due to unspecified occlusion or stenosis of right posterior cerebral artery,MCC,Circulatory System
I63.532,Cerebral infarction due to unspecified occlusion or stenosis of left posterior cerebral artery,MCC,Circulatory System
I63.533,Cerebral infarction due to unspecified occlusion or stenosis of bilateral posterior cerebral arteries,MCC,Circulatory System
I63.539,Cerebral infarction due to unspecified occlusion or stenosis of unspecified posterior cerebral artery,MCC,Circulatory System
I63.541,Cerebral infarction due to unspecified occlusion or stenosis of right cerebellar artery,MCC,Circulatory System
I63.542,Cerebral infarction due to unspecified occlusion or stenosis of left cerebellar artery,MCC,Circulatory System
I63.543,Cerebral infarction due to unspecified occlusion or stenosis of bilateral cerebellar arteries,MCC,Circulatory System
I63.549,Cerebral infarction due to unspecified occlusion or stenosis of unspecified cerebellar artery,MCC,Circulatory System
I63.59,Cerebral infarction due to unspecified occlusion or stenosis of other cerebral artery,MCC,Circulatory System
I63.6,"Cerebral infarction due to cerebral venous thrombosis, nonpyogenic",MCC,Circulatory System
I63.81,Other cerebral infarction due to occlusion or stenosis of small artery,MCC,Circulatory System
I63.89,Other cerebral infarction,MCC,Circulatory System
I63.9,"Cerebral infarction, unspecified",MCC,Circulatory System
I67.0,"Dissection of cerebral arteries, nonruptured",MCC,Circulatory System
I67.83,Posterior reversible encephalopathy syndrome,MCC,Circulatory System
I71.00,Dissection of unspecified site of aorta,MCC,Circulatory System
I71.010,Dissection of ascending aorta,MCC,Circulatory System
I71.011,Dissection of aortic arch,MCC,Circulatory System
I71.012,Dissection of descending thoracic aorta,MCC,Circulatory System
I71.019,"Dissection of thoracic aorta, unspecified",MCC,Circulatory System
I71.02,Dissection of abdominal aorta,MCC,Circulatory System
I71.03,Dissection of thoracoabdominal aorta,MCC,Circulatory System
I71.10,"Thoracic aortic aneurysm, ruptured, unspecified",MCC,Circulatory System
I71.11,"Aneurysm of the ascending aorta, ruptured",MCC,Circulatory System
I71.12,"Aneurysm of the aortic arch, ruptured",MCC,Circulatory System
I71.13,"Aneurysm of the descending thoracic aorta, ruptured",MCC,Circulatory System
I71.30,"Abdominal aortic aneurysm, ruptured, unspecified",MCC,Circulatory System
I71.31,"Pararenal abdominal aortic aneurysm, ruptured",MCC,Circulatory System
I71.32,"Juxtarenal abdominal aortic aneurysm, ruptured",MCC,Circulatory System
I71.33,"Infrarenal abdominal aortic aneurysm, ruptured",MCC,Circulatory System
I71.50,"Thoracoabdominal aortic aneurysm, ruptured, unspecified",MCC,Circulatory System
I71.51,"Supraceliac aneurysm of the thoracoabdominal aorta, ruptured",MCC,Circulatory System
I71.52,"Paravisceral aneurysm of the thoracoabdominal aorta, ruptured",MCC,Circulatory System
I71.8,"Aortic aneurysm of unspecified site, ruptured",MCC,Circulatory System
I74.01,Saddle embolus of abdominal aorta,MCC,Circulatory System
I77.70,Dissection of unspecified artery,MCC,Circulatory System
I77.71,Dissection of carotid artery,MCC,Circulatory System
I77.72,Dissection of iliac artery,MCC,Circulatory System
I77.73,Dissection of renal artery,MCC,Circulatory System
I77.74,Dissection of vertebral artery,MCC,Circulatory System
I77.75,Dissection of other precerebral arteries,MCC,Circulatory System
I77.76,Dissection of artery of upper extremity,MCC,Circulatory System
I77.77,Dissection of artery of lower extremity,MCC,Circulatory System
I77.79,Dissection of other specified artery,MCC,Circulatory System
I81,Portal vein thrombosis,MCC,Circulatory System
I82.0,Budd-Chiari syndrome,MCC,Circulatory System
I82.220,Acute embolism and thrombosis of inferior vena cava,MCC,Circulatory System
I82.221,Chronic embolism and thrombosis of inferior vena cava,MCC,Circulatory System
I85.01,Esophageal varices with bleeding,MCC,Circulatory System
I85.11,Secondary esophageal varices with bleeding,MCC,Circulatory System
J04.11,Acute tracheitis with obstruction,MCC,Respiratory System
J04.31,"Supraglottitis, unspecified, with obstruction",MCC,Respiratory System
J05.11,Acute epiglottitis with obstruction,MCC,Respiratory System
J09.X1,Influenza due to identified novel influenza A virus with pneumonia,MCC,Respiratory System
J10.00,Influenza due to other identified influenza virus with unspecified type of pneumonia,MCC,Respiratory System
J10.01,Influenza due to other identified influenza virus with the same other identified influenza virus pneumonia,MCC,Respiratory System
J10.08,Influenza due to other identified influenza virus with other specified pneumonia,MCC,Respiratory System
J11.00,Influenza due to unidentified influenza virus with unspecified type of pneumonia,MCC,Respiratory System
J11.08,Influenza due to unidentified influenza virus with specified pneumonia,MCC,Respiratory System
J12.0,Adenoviral pneumonia,MCC,Respiratory System
J12.1,Respiratory syncytial virus pneumonia,MCC,Respiratory System
J12.2,Parainfluenza virus pneumonia,MCC,Respiratory System
J12.3,Human metapneumovirus pneumonia,MCC,Respiratory System
J12.81,Pneumonia due to SARS-associated coronavirus,MCC,Respiratory System
J12.82,Pneumonia due to coronavirus disease 2019,MCC,Respiratory System
J12.89,Other viral pneumonia,MCC,Respiratory System
J12.9,"Viral pneumonia, unspecified",MCC,Respiratory System
J13,Pneumonia due to Streptococcus pneumoniae,MCC,Respiratory System
J14,Pneumonia due to Hemophilus influenzae,MCC,Respiratory System
J15.0,Pneumonia due to Klebsiella pneumoniae,MCC,Respiratory System
J15.1,Pneumonia due to Pseudomonas,MCC,Respiratory System
J15.20,"Pneumonia due to staphylococcus, unspecified",MCC,Respiratory System
