code,description,service
28001,"003Micromatrix flex; per mg",
29001,"003Mirotract wound matrix sheet; per cubic centimeter",
30001,"003Miro3d fibers; per milligram",
31001,"003Mirodry wound matrix; per square centimeter",
32001,"003Myriad matrix; per square centimeter",
33001,"003Myriad morcells; 4 milligrams",
34001,"003Foundation drs solo; per square centimeter",
35001,"003Corplex p or theracor p or allacor p; per milligram",
36001,"003Cohealyx collagen dermal matrix; per square centimeter",
37001,"003G4derm plus; per milliliter",
38001,"003Marigen pacto; per square centimeter",
39001,"003Innovamatrix fd; per square centimeter",
00001,"003Skin substitute; fda cleared as a device; not otherwise specified",
06001,"003Syringe with needle; sterile; 1 cc or less; each",
07001,"003Syringe with needle; sterile 2 cc; each",
08001,"003Syringe with needle; sterile 3 cc; each",
09001,"003Syringe with needle; sterile 5 cc or greater; each",
10001,"003Needle-free injection device; each",
11001,003Supplies for self-administered injections,
12001,003Non-coring needle or stylet with or without catheter,
13001,"003Syringe; sterile; 20 cc or greater; each",
15001,"003Needle; sterile; any size; each",
16001,"003Sterile water; saline and/or dextrose; diluent/flush; 10 ml",
17001,"003Sterile water/saline; 500 ml",
18001,"003Sterile saline or water; metered dose dispenser; 10 ml",
20001,003Refill kit for implantable infusion pump,
21001,"003Supplies for maintenance of non-insulin drug infusion catheter; per week (lis",
21002,004drugs  separately),
22001,"003Infusion supplies for external drug infusion pump; per cassette or bag (list",
22002,004drugs separately),
23001,"003Infusion supplies not used with external infusion pump; per cassette or bag",
23002,004(list drugs separately),
24001,"003Supplies for maintenance of insulin infusion catheter; per week",
25001,"003Supplies for external insulin infusion pump; syringe type cartridge; sterile;",
25002,004each,
26001,003Supplies for maintenance of insulin infusion pump with dosage rate adjustment,
26002,"004using therapeutic continuous glucose sensing; per week",
30001,"003Infusion set for external insulin pump; non needle cannula type",
31001,"003Infusion set for external insulin pump; needle type",
32001,"003Syringe with needle for external insulin pump; sterile; 3 cc",
33001,"003Replacement battery; alkaline (other than j cell); for use with medically",
33002,"004necessary home blood glucose monitor owned by patient; each",
34001,"003Replacement battery; alkaline; j cell; for use with medically necessary home",
34002,"004blood glucose monitor owned by patient; each",
35001,"003Replacement battery; lithium; for use with medically necessary home blood",
35002,"004glucose monitor owned by patient; each",
36001,"003Replacement battery; silver oxide; for use with medically necessary home bloo",
36002,"004glucose monitor owned by patient; each",
38001,"003Supply allowance for adjunctive; non-implanted continuous glucose monitor",
38002,"004(cgm); includes all supplies and accessories; 1 month supply = 1 unit of serv",
39001,"003Supply allowance for non-adjunctive; non-implanted continuous glucose monitor",
39002,"004(cgm); includes all supplies and accessories; 1 month supply = 1 unit of serv",
44001,"003Alcohol or peroxide; per pint",
45001,"003Alcohol wipes; per box",
46001,"003Betadine or phisohex solution; per pint",
47001,"003Betadine or iodine swabs/wipes; per box",
48001,"003Chlorhexidine containing antiseptic; 1 ml",
50001,003Urine test or reagent strips or tablets (100 tablets or strips),
52001,"003Blood ketone test or reagent strip; each",
53001,"003Blood glucose test or reagent strips for home blood glucose monitor; per 50",
53002,004strips,
55001,"003Platforms for home blood glucose monitor; 50 per box",
56001,"003Normal; low and high calibrator solution / chips",
57001,"003Replacement lens shield cartridge for use with laser skin piercing device; ea",
58001,"003Spring-powered device for lancet; each",
59001,"003Lancets; per box of 100",
61001,003Cervical cap for contraceptive use,
62001,"003Temporary; absorbable lacrimal duct implant; each",
63001,"003Permanent; long term; non-dissolvable lacrimal duct implant; each",
64001,003Permanent implantable contraceptive intratubal occlusion device(s) and delive,
64002,004system,
65001,"003Paraffin; per pound",
66001,003Diaphragm for contraceptive use,
67001,"003Contraceptive supply; condom; male; each",
68001,"003Contraceptive supply; condom; female; each",
69001,"003Contraceptive supply; spermicide (e.g.; foam; gel); each",
70001,"003Disposable endoscope sheath; each",
71001,003Integrated lancing and blood sample testing cartridges for home blood glucose,
71002,"004monitor; per 50 tests",
80001,"003Adhesive skin support attachment for use with external breast prosthesis; eac",
81001,"003Tubing for breast pump; replacement",
82001,"003Adapter for breast pump; replacement",
83001,"003Cap for breast pump bottle; replacement",
84001,"003Breast shield and splash protector for use with breast pump; replacement",
85001,"003Polycarbonate bottle for use with breast pump; replacement",
86001,"003Locking ring for breast pump; replacement",
87001,"003Disposable collection and storage bag for breast milk; any size; any type; ea",
88001,"003Valve for breast pump; replacement",
90001,"003Sacral nerve stimulation test lead; each",
00001,"003Implantable access catheter; (e.g.; venous; arterial; epidural subarachnoid;",
00002,"004peritoneal; etc.) external access",
01001,"003Implantable access total catheter; port/reservoir (e.g.; venous; arterial;",
01002,"004epidural; subarachnoid; peritoneal; etc.)",
05001,"003Disposable drug delivery system; flow rate of 50 ml or greater per hour",
06001,"003Disposable drug delivery system; flow rate of less than 50 ml per hour",
10001,003Insertion tray without drainage bag and without catheter (accessories only),
11001,"003Insertion tray without drainage bag with indwelling catheter; foley type;",
11002,"004two-way latex with coating (teflon; silicone; silicone elastomer or",
11003,"004hydrophilic; etc.)",
12001,"003Insertion tray without drainage bag with indwelling catheter; foley type;",
12002,"004two-way; all silicone",
13001,"003Insertion tray without drainage bag with indwelling catheter; foley type;",
13002,"004three-way; for continuous irrigation",
14001,"003Insertion tray with drainage bag with indwelling catheter; foley type; two-wa",
14002,"004latex with coating (teflon; silicone; silicone elastomer or hydrophilic; etc.",
