provider_number,case_mix_index,total_cases,total_relative_weights,service
390201,1.6778,2176,3650.94,Medium-High Complexity
390203,1.7956,5347,9600.96,Medium-High Complexity
390204,1.7117,1662,2844.81,Medium-High Complexity
390211,1.6722,892,1491.62,Medium-High Complexity
390217,1.3564,429,581.88,Medium Complexity
390219,1.6308,1023,1668.34,Medium-High Complexity
390222,1.6584,3823,6340.08,Medium-High Complexity
390223,2.7025,3944,10658.54,High Complexity
390225,1.7358,1512,2624.49,Medium-High Complexity
390226,2.0036,3096,6203.02,High Complexity
390228,1.8432,2259,4163.74,Medium-High Complexity
390231,1.7887,9330,16688.23,Medium-High Complexity
390233,1.5683,2067,3241.78,Medium-High Complexity
390237,1.8922,2856,5404.04,Medium-High Complexity
390256,2.3134,5154,11923.22,High Complexity
390258,1.6878,5616,9478.80,Medium-High Complexity
390265,1.8852,1996,3762.81,Medium-High Complexity
390266,1.3830,250,345.75,Medium Complexity
390267,1.8341,2535,4649.38,Medium-High Complexity
390268,1.6703,2457,4103.85,Medium-High Complexity
390270,1.9371,5358,10378.73,Medium-High Complexity
390272,1.5219,181,275.47,Medium-High Complexity
390278,1.0936,40,43.75,Low-Medium Complexity
390304,1.7220,548,943.67,Medium-High Complexity
390307,2.1202,19,40.28,High Complexity
390316,2.4170,176,425.39,High Complexity
390322,2.2461,216,485.16,High Complexity
390323,1.9454,209,406.59,Medium-High Complexity
390324,3.0553,86,262.75,High Complexity
390325,2.3209,338,784.48,High Complexity
390326,1.5281,4370,6677.73,Medium-High Complexity
390327,2.9181,54,157.58,High Complexity
390328,1.6152,1459,2356.59,Medium-High Complexity
390329,1.8192,3119,5674.06,Medium-High Complexity
390330,1.4476,2440,3532.22,Medium Complexity
390331,0.9988,12,11.99,Low Complexity
390332,1.5044,1457,2191.98,Medium-High Complexity
390333,1.2720,57,72.50,Medium Complexity
390334,1.5044,1312,1973.83,Medium-High Complexity
390335,1.4837,1456,2160.21,Medium Complexity
390336,1.3643,1159,1581.21,Medium Complexity
390337,1.2346,295,364.20,Medium Complexity
390338,1.6629,867,1441.73,Medium-High Complexity
390339,1.5295,1505,2301.91,Medium-High Complexity
390430,1.0647,13,13.84,Low-Medium Complexity
400001,1.5499,317,491.30,Medium-High Complexity
400003,1.3003,219,284.76,Medium Complexity
400004,1.2872,132,169.91,Medium Complexity
400005,1.6926,8,13.54,Medium-High Complexity
400006,1.3958,340,474.57,Medium Complexity
400007,1.3422,156,209.39,Medium Complexity
400011,1.4415,289,416.59,Medium Complexity
400012,1.5960,31,49.48,Medium-High Complexity
400013,1.8621,674,1255.07,Medium-High Complexity
400014,1.5818,128,202.46,Medium-High Complexity
400015,1.7647,144,254.12,Medium-High Complexity
400016,1.7687,1156,2044.61,Medium-High Complexity
400018,1.4593,495,722.37,Medium Complexity
400019,1.6821,419,704.79,Medium-High Complexity
400021,1.9393,436,845.52,Medium-High Complexity
400022,1.7106,283,484.10,Medium-High Complexity
400032,1.6710,450,751.94,Medium-High Complexity
400044,1.7183,770,1323.12,Medium-High Complexity
400048,1.2099,401,485.18,Medium Complexity
400061,2.2565,330,744.65,High Complexity
400079,1.3984,217,303.45,Medium Complexity
400087,1.5509,436,676.21,Medium-High Complexity
400098,1.4328,234,335.27,Medium Complexity
400102,1.4395,415,597.40,Medium Complexity
400103,1.7565,658,1155.78,Medium-High Complexity
400104,1.5340,725,1112.15,Medium-High Complexity
400105,1.9557,103,201.43,Medium-High Complexity
400106,1.1857,158,187.35,Low-Medium Complexity
400109,1.6070,262,421.03,Medium-High Complexity
400110,1.1745,171,200.84,Low-Medium Complexity
400111,1.5184,230,349.24,Medium-High Complexity
400112,1.3923,541,753.24,Medium Complexity
400113,1.6243,333,540.90,Medium-High Complexity
400114,1.5030,741,1113.70,Medium-High Complexity
400115,1.1844,176,208.45,Low-Medium Complexity
400117,1.1456,512,586.53,Low-Medium Complexity
400118,1.3422,670,899.25,Medium Complexity
400120,1.7602,373,656.55,Medium-High Complexity
400122,1.8815,157,295.39,Medium-High Complexity
400123,1.5329,323,495.12,Medium-High Complexity
400124,1.8983,250,474.58,Medium-High Complexity
400125,0.8411,2,1.68,Low Complexity
400126,1.6941,103,174.49,Medium-High Complexity
400127,3.6229,19,68.84,High Complexity
400128,1.2783,81,103.54,Medium Complexity
400131,1.3084,150,196.26,Medium Complexity
400132,1.4094,279,393.23,Medium Complexity
400135,1.3827,105,145.18,Medium Complexity
400136,1.1095,12,13.31,Low-Medium Complexity
400137,1.5984,204,326.08,Medium-High Complexity
400138,1.3797,14,19.32,Medium Complexity
400139,0.6875,1,0.69,Low Complexity
410004,1.5266,766,1169.39,Medium-High Complexity
410005,1.6689,769,1283.35,Medium-High Complexity
410006,1.4007,1318,1846.18,Medium Complexity
410007,2.2493,6373,14334.61,High Complexity
410008,1.4670,1659,2433.76,Medium Complexity
410009,1.4671,2817,4132.85,Medium Complexity
410010,1.5255,123,187.64,Medium-High Complexity
410011,1.6104,1080,1739.18,Medium-High Complexity
410012,1.6911,4506,7619.88,Medium-High Complexity
410013,1.5113,1171,1769.75,Medium-High Complexity
420002,1.9164,3469,6647.92,Medium-High Complexity
420004,2.4550,9590,23543.24,High Complexity
420005,1.3599,410,557.56,Medium Complexity
420007,1.8460,7230,13346.47,Medium-High Complexity
420009,1.5852,2099,3327.23,Medium-High Complexity
420010,1.5701,804,1262.40,Medium-High Complexity
420011,1.1239,127,142.74,Low-Medium Complexity
420015,1.6072,1226,1970.37,Medium-High Complexity
420018,2.4782,4854,12029.16,High Complexity
420019,1.4254,175,249.44,Medium Complexity
420020,1.6272,887,1443.35,Medium-High Complexity
420023,1.8597,5070,9428.84,Medium-High Complexity
420026,2.0890,3034,6337.95,High Complexity
420027,1.7706,4380,7755.30,Medium-High Complexity
420030,1.6358,661,1081.27,Medium-High Complexity
420033,1.4356,1355,1945.29,Medium Complexity
420036,1.8315,1147,2100.77,Medium-High Complexity
420037,1.4827,861,1276.64,Medium Complexity
420038,1.4593,779,1136.79,Medium Complexity
420043,1.2950,379,490.81,Medium Complexity
420048,1.4460,858,1240.68,Medium Complexity
420049,1.5295,2274,3478.09,Medium-High Complexity
420051,1.8608,7113,13235.55,Medium-High Complexity
420053,1.6047,408,654.70,Medium-High Complexity
420055,1.3645,229,312.46,Medium Complexity
420065,1.8400,2130,3919.23,Medium-High Complexity
420067,1.4780,2452,3623.99,Medium Complexity
420070,1.5402,1914,2948.03,Medium-High Complexity
420071,1.7934,2826,5068.13,Medium-High Complexity
420072,1.4390,134,192.82,Medium Complexity
420073,1.9258,8959,17253.50,Medium-High Complexity
420078,2.3807,7605,18105.54,High Complexity
420079,2.0995,5632,11824.50,High Complexity
420080,1.7760,2219,3940.87,Medium-High Complexity
420082,1.6035,2371,3801.88,Medium-High Complexity
420085,2.0119,7419,14926.31,High Complexity
420086,1.8309,1565,2865.42,Medium-High Complexity
420087,2.1926,4836,10603.25,High Complexity
420089,2.2147,984,2179.29,High Complexity
420091,1.7666,2630,4646.10,Medium-High Complexity
420098,1.6368,2652,4340.86,Medium-High Complexity
420101,1.5613,812,1267.77,Medium-High Complexity
420102,2.3277,121,281.65,High Complexity
420103,1.6891,958,1618.17,Medium-High Complexity
420104,1.5516,1233,1913.17,Medium-High Complexity
420105,1.6097,4048,6516.18,Medium-High Complexity
420106,1.8089,1307,2364.19,Medium-High Complexity
420107,1.3549,694,940.28,Medium Complexity
420108,1.0528,181,190.55,Low-Medium Complexity
420109,1.3174,558,735.10,Medium Complexity
420110,1.5903,854,1358.15,Medium-High Complexity
420117,1.2024,317,381.17,Medium Complexity
430005,1.4831,1090,1616.59,Medium Complexity
430008,1.3065,501,654.56,Medium Complexity
430012,1.6124,1166,1880.04,Medium-High Complexity
430014,1.8774,1559,2926.86,Medium-High Complexity
430015,1.6712,608,1016.12,Medium-High Complexity
430016,1.9769,7062,13960.58,Medium-High Complexity
430027,2.0689,7072,14630.95,High Complexity
430048,1.5147,416,630.13,Medium-High Complexity
430077,2.1166,5832,12344.21,High Complexity
430084,0.9615,67,64.42,Low Complexity
430089,3.6016,215,774.35,High Complexity
430090,2.7193,267,726.06,High Complexity
430091,2.5679,877,2252.03,High Complexity
430093,1.9051,8,15.24,Medium-High Complexity
430095,3.1001,1584,4910.60,High Complexity
430097,1.4719,522,768.33,Medium Complexity
430098,1.0147,146,148.15,Low-Medium Complexity
430099,2.6222,6,15.73,High Complexity
440001,1.2910,175,225.92,Medium Complexity
440002,2.0320,7339,14913.12,High Complexity
440003,1.5777,1879,2964.43,Medium-High Complexity
440006,2.1040,2559,5384.10,High Complexity
440007,1.4400,194,279.36,Medium Complexity
440008,2.3690,256,606.46,High Complexity
440009,1.5385,1452,2233.83,Medium-High Complexity
440011,1.6655,2041,3399.20,Medium-High Complexity
440012,1.6488,3175,5234.99,Medium-High Complexity
440015,2.1942,6872,15078.77,High Complexity
440016,1.5456,409,632.15,Medium-High Complexity
440017,1.9558,3063,5990.68,Medium-High Complexity
440018,1.4549,564,820.57,Medium Complexity
440020,1.3552,344,466.19,Medium Complexity
440029,1.7708,2597,4598.81,Medium-High Complexity
440030,1.5965,1301,2077.08,Medium-High Complexity
440031,1.4842,587,871.23,Medium Complexity
440032,1.2105,61,73.84,Medium Complexity
440033,1.3152,288,378.78,Medium Complexity
440034,1.7496,1976,3457.19,Medium-High Complexity
440035,1.6094,2433,3915.72,Medium-High Complexity
440039,2.5117,10771,27053.84,High Complexity
440046,1.6193,1455,2356.13,Medium-High Complexity
440048,2.1646,11438,24758.86,High Complexity
440049,2.1109,9784,20652.71,High Complexity
440050,1.5159,1124,1703.82,Medium-High Complexity
440053,1.7734,4571,8106.13,Medium-High Complexity
440056,1.4880,495,736.55,Medium Complexity
440057,1.5866,285,452.19,Medium-High Complexity
440058,1.5332,635,973.58,Medium-High Complexity
440059,1.9593,4006,7848.76,Medium-High Complexity
440060,1.5974,138,220.44,Medium-High Complexity
440061,1.3125,217,284.82,Medium Complexity
440063,1.9087,4476,8543.21,Medium-High Complexity
440065,1.4904,686,1022.39,Medium Complexity
440068,1.4601,528,770.91,Medium Complexity
440072,1.5542,791,1229.34,Medium-High Complexity
440073,1.7460,3306,5772.22,Medium-High Complexity
440081,1.5991,729,1165.76,Medium-High Complexity
440082,2.3672,8481,20075.94,High Complexity
440084,1.1810,431,509.03,Low-Medium Complexity
440091,2.0207,7427,15007.80,High Complexity
440102,1.4461,267,386.11,Medium Complexity
440104,2.2365,4467,9990.36,High Complexity
440109,1.3287,354,470.38,Medium Complexity
440110,1.4869,580,862.41,Medium Complexity
440111,1.3754,96,132.04,Medium Complexity
440120,1.9594,3468,6795.07,Medium-High Complexity
440125,1.9040,2951,5618.67,Medium-High Complexity
440130,1.3727,566,776.92,Medium Complexity
440131,1.3578,384,521.40,Medium Complexity
440132,1.4349,544,780.57,Medium Complexity
440137,1.5217,438,666.52,Medium-High Complexity
440144,1.5096,1499,2262.94,Medium-High Complexity
440148,1.2453,149,185.55,Medium Complexity
440150,1.7563,2585,4539.96,Medium-High Complexity
440151,1.3760,605,832.45,Medium Complexity
440152,2.3476,995,2335.89,High Complexity
440153,1.6154,345,557.31,Medium-High Complexity
440156,1.9518,3391,6618.47,Medium-High Complexity
440161,2.6169,5116,13387.81,High Complexity
440173,2.2444,4653,10443.05,High Complexity
440175,1.3211,472,623.54,Medium Complexity
440176,1.4703,227,333.75,Medium Complexity
440183,2.0925,2388,4996.78,High Complexity
440184,1.4815,1075,1592.60,Medium Complexity
440185,1.7019,1889,3214.80,Medium-High Complexity
440187,1.2800,459,587.50,Medium Complexity
440192,1.2916,199,257.03,Medium Complexity
440193,1.5900,1665,2647.40,Medium-High Complexity
440194,1.6241,1798,2920.10,Medium-High Complexity
440197,2.0037,889,1781.27,High Complexity
440200,1.2286,59,72.48,Medium Complexity
440218,4.0204,331,1330.74,High Complexity
440227,1.9225,999,1920.55,Medium-High Complexity
440228,1.7359,2019,3504.78,Medium-High Complexity
440238,2.0188,105,211.97,High Complexity
440239,1.9395,44,85.34,Medium-High Complexity
450002,1.9119,901,1722.65,Medium-High Complexity
450007,1.4775,1775,2622.62,Medium Complexity
450010,1.6231,5549,9006.83,Medium-High Complexity
450011,1.7956,3458,6209.06,Medium-High Complexity
450015,1.9804,1988,3937.10,Medium-High Complexity
450018,1.9876,5251,10437.13,Medium-High Complexity
450021,2.4488,7368,18042.98,High Complexity
450023,1.5583,1930,3007.49,Medium-High Complexity
450024,2.0157,1556,3136.42,High Complexity
450028,2.0547,1084,2227.30,High Complexity
450029,1.7228,2159,3719.59,Medium-High Complexity
450032,1.8673,3683,6877.44,Medium-High Complexity
450033,1.9509,2069,4036.49,Medium-High Complexity
450034,1.7786,3262,5801.81,Medium-High Complexity
450035,1.7761,232,412.06,Medium-High Complexity
450039,2.0465,1860,3806.54,High Complexity
450040,2.0255,5085,10299.86,High Complexity
450042,1.9788,2842,5623.78,Medium-High Complexity
450044,2.4942,8431,21028.52,High Complexity
450046,2.0892,3477,7264.05,High Complexity
450051,2.3189,2291,5312.65,High Complexity
450054,2.0861,6104,12733.27,High Complexity
450055,1.4157,188,266.15,Medium Complexity
450056,2.4091,3126,7530.84,High Complexity
450058,2.1013,8839,18573.28,High Complexity
450064,1.6859,2077,3501.55,Medium-High Complexity
450068,2.7581,6058,16708.80,High Complexity
450072,1.4912,734,1094.57,Medium Complexity
450079,1.6508,2119,3497.98,Medium-High Complexity
450080,1.5481,690,1068.18,Medium-High Complexity
450082,1.3421,222,297.95,Medium Complexity
450083,2.0642,5580,11518.33,High Complexity
450087,1.6941,1497,2536.03,Medium-High Complexity
450090,1.3642,549,748.97,Medium Complexity
450092,1.8352,395,724.91,Medium-High Complexity
450097,1.9378,1285,2490.02,Medium-High Complexity
450101,1.8202,2882,5245.91,Medium-High Complexity
450102,2.0723,6788,14066.82,High Complexity
450104,1.5160,1110,1682.81,Medium-High Complexity
450107,1.9743,2933,5790.62,Medium-High Complexity
450108,0.9657,147,141.96,Low Complexity
450119,2.0250,2545,5153.67,High Complexity
450124,2.3553,1466,3452.81,High Complexity
450128,1.8960,836,1585.05,Medium-High Complexity
450132,1.9712,2692,5306.58,Medium-High Complexity
450133,1.8015,2297,4138.07,Medium-High Complexity
450135,2.1058,8254,17381.54,High Complexity
450137,2.1684,3906,8469.75,High Complexity
450143,1.0715,90,96.43,Low-Medium Complexity
450144,0.9718,58,56.36,Low Complexity
450147,1.6444,1733,2849.75,Medium-High Complexity
450148,1.4699,601,883.38,Medium Complexity
450152,1.5782,1386,2187.43,Medium-High Complexity
450154,1.5017,349,524.09,Medium-High Complexity
450155,1.1824,68,80.41,Low-Medium Complexity
450162,2.8240,55,155.32,High Complexity
450163,1.3078,255,333.48,Medium Complexity
450165,1.5473,367,567.85,Medium-High Complexity
450176,1.5944,1015,1618.33,Medium-High Complexity
450184,2.1709,11014,23910.17,High Complexity
450193,2.7763,3950,10966.19,High Complexity
450194,1.4089,194,273.32,Medium Complexity
450196,1.5888,2788,4429.60,Medium-High Complexity
450200,1.7521,980,1717.04,Medium-High Complexity
450203,1.7074,1881,3211.57,Medium-High Complexity
450209,1.9312,2354,4545.99,Medium-High Complexity
450210,1.3592,127,172.62,Medium Complexity
450211,1.8479,1905,3520.34,Medium-High Complexity
450213,2.2841,4175,9536.28,High Complexity
450222,1.8989,2271,4312.49,Medium-High Complexity
450229,1.8776,6945,13040.05,Medium-High Complexity
450231,1.8529,6509,12060.42,Medium-High Complexity
450235,1.2120,121,146.65,Medium Complexity
450236,1.5832,912,1443.89,Medium-High Complexity
450237,1.9605,5347,10482.77,Medium-High Complexity
450241,2.1916,114,249.84,High Complexity
450253,1.0753,45,48.39,Low-Medium Complexity
450271,1.6492,867,1429.82,Medium-High Complexity
450272,1.6063,909,1460.17,Medium-High Complexity
450289,2.0815,974,2027.39,High Complexity
450292,1.2563,255,320.36,Medium Complexity
450324,1.8060,5621,10151.51,Medium-High Complexity
450330,1.9348,461,891.95,Medium-High Complexity
450346,1.7474,2832,4948.71,Medium-High Complexity
450347,1.3920,715,995.30,Medium Complexity
450351,1.4386,412,592.71,Medium Complexity
450352,1.5269,1914,2922.46,Medium-High Complexity
450358,2.4694,11483,28356.42,High Complexity
450369,1.1083,155,171.78,Low-Medium Complexity
450370,1.2371,230,284.53,Medium Complexity
450372,1.6076,2257,3628.36,Medium-High Complexity
450379,1.6094,402,646.96,Medium-High Complexity
450388,2.0185,18888,38124.49,High Complexity
450389,1.4572,1011,1473.22,Medium Complexity
450395,1.4677,266,390.41,Medium Complexity
450399,1.0952,57,62.43,Low-Medium Complexity
450400,1.5734,151,237.59,Medium-High Complexity
450403,1.7123,3080,5273.99,Medium-High Complexity
450411,1.2843,107,137.42,Medium Complexity
450419,1.4568,368,536.12,Medium Complexity
450422,2.9343,87,255.28,High Complexity
450424,1.8677,2761,5156.70,Medium-High Complexity
450431,2.3671,6257,14810.94,High Complexity
450447,1.4833,667,989.39,Medium Complexity
450451,1.2291,115,141.35,Medium Complexity
450460,1.0404,69,71.79,Low-Medium Complexity
450462,2.2164,6086,13489.15,High Complexity
450465,1.5409,368,567.07,Medium-High Complexity
450469,1.5715,341,535.89,Medium-High Complexity
450475,1.2945,224,289.96,Medium Complexity
450484,1.6807,1769,2973.09,Medium-High Complexity
450489,0.9927,75,74.45,Low Complexity
450508,1.6971,474,804.44,Medium-High Complexity
450518,1.5621,659,1029.39,Medium-High Complexity
450537,2.1451,2999,6433.04,High Complexity
450539,1.6117,211,340.07,Medium-High Complexity
450563,1.6407,4293,7043.43,Medium-High Complexity
450565,1.4176,308,436.64,Medium Complexity
450571,1.6799,4409,7406.60,Medium-High Complexity
450573,1.2367,185,228.78,Medium Complexity
450584,1.4812,251,371.77,Medium Complexity
450587,1.5993,1221,1952.81,Medium-High Complexity
450596,1.6073,779,1252.05,Medium-High Complexity
450597,1.2736,123,156.65,Medium Complexity
450604,1.5685,779,1221.88,Medium-High Complexity
450610,2.4071,3414,8217.76,High Complexity
450617,2.0801,4588,9543.35,High Complexity
450634,1.8864,3623,6834.34,Medium-High Complexity
450638,1.9997,1341,2681.54,Medium-High Complexity
450639,1.7595,2507,4411.19,Medium-High Complexity
450641,1.2488,165,206.05,Medium Complexity
450643,1.9798,945,1870.94,Medium-High Complexity
450644,1.9907,1094,2177.78,Medium-High Complexity
450647,2.4340,4844,11790.21,High Complexity
450651,2.3313,6280,14640.88,High Complexity
450653,1.4772,154,227.49,Medium Complexity
450654,1.2068,172,207.58,Medium Complexity
450656,1.8637,1387,2585.02,Medium-High Complexity
450658,1.0828,100,108.28,Low-Medium Complexity
450659,3.2706,886,2897.74,High Complexity
450661,1.7594,511,899.05,Medium-High Complexity
450662,2.0387,1141,2326.16,High Complexity
450668,2.2061,1540,3397.33,High Complexity
450669,1.7977,1353,2432.35,Medium-High Complexity
450670,1.8349,1544,2833.15,Medium-High Complexity
450672,2.2980,3094,7109.93,High Complexity
450674,1.5900,46,73.14,Medium-High Complexity
450675,1.8794,2547,4786.91,Medium-High Complexity
450677,1.7494,2451,4287.86,Medium-High Complexity
450678,1.7147,369,632.74,Medium-High Complexity
450684,1.8207,2308,4202.11,Medium-High Complexity
450686,2.0371,3623,7380.26,High Complexity
450688,1.8092,973,1760.39,Medium-High Complexity
450690,1.2323,201,247.69,Medium Complexity
450694,1.4643,265,388.05,Medium Complexity
450698,1.2253,35,42.88,Medium Complexity
450702,2.2346,2690,6011.04,High Complexity
450709,1.6914,1857,3140.92,Medium-High Complexity
450711,1.9041,1170,2227.85,Medium-High Complexity
450713,1.9917,4801,9562.38,Medium-High Complexity
450718,2.2864,3231,7387.20,High Complexity
450723,1.8879,2233,4215.68,Medium-High Complexity
450730,2.0379,662,1349.10,High Complexity
450742,1.6504,2349,3876.86,Medium-High Complexity
450743,1.7235,2686,4629.36,Medium-High Complexity
450747,1.3927,539,750.67,Medium Complexity
450755,1.2313,55,67.72,Medium Complexity
450771,1.8929,4065,7694.51,Medium-High Complexity
450774,3.0113,109,328.23,High Complexity
450775,1.9013,6025,11455.57,Medium-High Complexity
450779,1.6603,2942,4884.65,Medium-High Complexity
450788,1.9442,3153,6130.04,Medium-High Complexity
450801,1.9195,4036,7747.02,Medium-High Complexity
450804,3.6618,667,2442.43,High Complexity
450808,3.9423,63,248.36,High Complexity
450809,1.8310,3060,5602.96,Medium-High Complexity
450820,1.8954,5827,11044.42,Medium-High Complexity
450822,1.7411,524,912.34,Medium-High Complexity
450825,2.6381,16,42.21,High Complexity
450827,2.7707,241,667.74,High Complexity
450828,1.6225,390,632.79,Medium-High Complexity
450831,4.0654,4,16.26,High Complexity
450833,1.2912,98,126.53,Medium Complexity
450834,2.4809,193,478.81,High Complexity
450840,1.6022,1004,1608.62,Medium-High Complexity
450844,1.9372,4754,9209.37,Medium-High Complexity
450847,1.9490,2763,5385.14,Medium-High Complexity
450848,1.8645,1749,3261.01,Medium-High Complexity
450851,3.0088,1168,3514.34,High Complexity
450853,2.1377,188,401.88,High Complexity
450855,1.8844,969,1825.98,Medium-High Complexity
450856,2.8819,477,1374.66,High Complexity
450860,3.4120,22,75.07,High Complexity
450862,1.9439,2174,4226.05,Medium-High Complexity
450864,3.2122,631,2026.92,High Complexity
450865,1.3322,114,151.87,Medium Complexity
450867,1.5627,729,1139.21,Medium-High Complexity
450869,2.0448,1860,3803.37,High Complexity
450872,2.1358,107,228.53,High Complexity
450874,3.3200,140,464.80,High Complexity
450875,2.9419,224,658.98,High Complexity
450876,2.3045,584,1345.85,High Complexity
450880,3.2777,392,1284.86,High Complexity
450883,3.0503,97,295.88,High Complexity
450885,1.6854,1191,2007.32,Medium-High Complexity
450888,2.7604,110,303.64,High Complexity
450889,3.2353,115,372.06,High Complexity
450890,1.7038,3429,5842.30,Medium-High Complexity
450891,3.2545,38,123.67,High Complexity
450893,3.7623,629,2366.48,High Complexity
460001,2.2428,3667,8224.44,High Complexity
460003,2.4588,250,614.69,High Complexity
460004,2.1197,3144,6664.19,High Complexity
460005,2.0285,1177,2387.58,High Complexity
460006,2.0252,976,1976.62,High Complexity
460007,1.5694,404,634.04,Medium-High Complexity
460009,2.5022,6518,16309.16,High Complexity
460010,2.3622,5243,12385.25,High Complexity
460011,1.5777,647,1020.75,Medium-High Complexity
460013,1.9245,426,819.82,Medium-High Complexity
460014,1.5481,290,448.96,Medium-High Complexity
460015,1.8363,933,1713.24,Medium-High Complexity
460017,1.5786,185,292.03,Medium-High Complexity
460019,1.3006,276,358.96,Medium Complexity
460021,2.1596,5255,11348.59,High Complexity
460023,1.5220,733,1115.62,Medium-High Complexity
460026,1.4534,207,300.86,Medium Complexity
460030,1.4806,222,328.70,Medium Complexity
460039,1.3897,62,86.16,Medium Complexity
460041,1.8070,772,1395.04,Medium-High Complexity
460042,2.1222,613,1300.93,High Complexity
460043,1.5345,3,4.60,Medium-High Complexity
460044,1.5241,514,783.38,Medium-High Complexity
460047,2.2440,2562,5749.13,High Complexity
460049,2.3243,12,27.89,High Complexity
460051,1.7003,1134,1928.18,Medium-High Complexity
460052,2.1748,425,924.30,High Complexity
460054,2.6188,69,180.70,High Complexity
460057,1.6485,282,464.88,Medium-High Complexity
460058,1.4974,541,810.11,Medium Complexity
460060,1.9853,366,726.63,Medium-High Complexity
460061,1.6798,395,663.53,Medium-High Complexity
460062,1.7082,183,312.60,Medium-High Complexity
470001,1.6016,1815,2906.87,Medium-High Complexity
470003,2.1611,6587,14234.90,High Complexity
470005,1.4329,2121,3039.28,Medium Complexity
470011,1.3880,654,907.74,Medium Complexity
470012,1.4730,1138,1676.24,Medium Complexity
470024,1.4298,867,1239.60,Medium Complexity
490002,1.3381,303,405.45,Medium Complexity
490004,1.8583,3775,7015.21,Medium-High Complexity
490005,1.7871,8346,14915.34,Medium-High Complexity
490007,2.8399,6748,19163.81,High Complexity
490009,2.5648,7789,19977.34,High Complexity
490013,1.4182,1026,1455.10,Medium Complexity
490017,1.8567,2144,3980.68,Medium-High Complexity
490018,1.6484,3361,5540.26,Medium-High Complexity
490019,1.4372,1233,1772.08,Medium Complexity
490020,1.4245,1212,1726.46,Medium Complexity
490021,1.9486,7074,13784.48,Medium-High Complexity
490022,1.8530,7441,13788.13,Medium-High Complexity
490023,1.4600,961,1403.11,Medium Complexity
490024,2.2482,8642,19428.60,High Complexity
490032,2.4112,6952,16762.32,High Complexity
490033,1.2690,899,1140.83,Medium Complexity
490037,1.5125,678,1025.47,Medium-High Complexity
490038,1.4747,319,470.42,Medium Complexity
490040,1.7605,4207,7406.51,Medium-High Complexity
490041,1.7193,1120,1925.64,Medium-High Complexity
490042,1.6010,2026,3243.68,Medium-High Complexity
490043,1.6877,4592,7749.98,Medium-High Complexity
490044,1.6957,3670,6223.32,Medium-High Complexity
490045,1.6954,1581,2680.45,Medium-High Complexity
490046,1.8042,5124,9244.80,Medium-High Complexity
490048,1.8154,4881,8860.89,Medium-High Complexity
490050,2.0749,4595,9534.33,High Complexity
490052,2.0413,6210,12676.38,High Complexity
490053,1.6290,1684,2743.19,Medium-High Complexity
490057,1.7728,5601,9929.18,Medium-High Complexity
490059,1.9874,5359,10650.58,Medium-High Complexity
490060,1.5033,654,983.13,Medium-High Complexity
490063,2.3830,12467,29708.92,High Complexity
490066,1.7119,2668,4567.28,Medium-High Complexity
490067,1.6658,2904,4837.46,Medium-High Complexity
490069,1.8721,5358,10030.53,Medium-High Complexity
490075,1.7291,2570,4443.73,Medium-High Complexity
490077,1.7818,3109,5539.74,Medium-High Complexity
490084,1.3819,708,978.39,Medium Complexity
490088,1.3236,627,829.87,Medium Complexity
490089,1.3210,645,852.04,Medium Complexity
490090,1.4648,873,1278.77,Medium Complexity
490092,1.4954,313,468.06,Medium Complexity
490093,1.9186,2116,4059.86,Medium-High Complexity
490094,1.2695,162,205.66,Medium Complexity
490097,1.3156,125,164.45,Medium Complexity
490098,1.4415,962,1386.73,Medium Complexity
490101,1.7430,3025,5272.64,Medium-High Complexity
490104,0.9364,8,7.49,Low Complexity
490107,1.9400,3157,6124.68,Medium-High Complexity
490110,1.6310,1646,2684.62,Medium-High Complexity
490111,1.5858,437,692.97,Medium-High Complexity
490112,1.9475,9190,17897.47,Medium-High Complexity
490113,1.6446,2748,4519.33,Medium-High Complexity
490114,1.4837,722,1071.25,Medium Complexity
490115,1.6982,529,898.34,Medium-High Complexity
490116,1.3982,372,520.13,Medium Complexity
490117,1.2530,196,245.59,Medium Complexity
490118,1.9738,5999,11841.12,Medium-High Complexity
490119,1.7678,4359,7705.63,Medium-High Complexity
490120,1.7431,4620,8053.19,Medium-High Complexity
490122,1.7812,1948,3469.77,Medium-High Complexity
490126,1.4387,550,791.28,Medium Complexity
490127,1.1815,237,280.00,Low-Medium Complexity
490130,1.5624,974,1521.79,Medium-High Complexity
490136,1.6396,3356,5502.38,Medium-High Complexity
490140,1.4547,1108,1611.77,Medium Complexity
490141,1.5768,1688,2661.65,Medium-High Complexity
490143,1.3518,888,1200.40,Medium Complexity
490144,1.5216,1091,1660.07,Medium-High Complexity
490145,1.8056,554,1000.31,Medium-High Complexity
490147,3.4018,74,251.73,High Complexity
500002,1.7724,1779,3153.15,Medium-High Complexity
500003,1.6818,2064,3471.18,Medium-High Complexity
500005,2.5131,4181,10507.16,High Complexity
500007,1.9526,742,1448.85,Medium-High Complexity
500008,2.4239,7402,17941.71,High Complexity
500011,1.6163,1120,1810.28,Medium-High Complexity
500014,2.0014,4716,9438.39,High Complexity
500015,1.7375,1309,2274.38,Medium-High Complexity
500016,1.8704,3480,6508.91,Medium-High Complexity
500019,1.5535,1151,1788.09,Medium-High Complexity
500021,1.6276,1307,2127.25,Medium-High Complexity
500024,2.2187,4887,10842.70,High Complexity
500025,3.4445,2572,8859.22,High Complexity
